========= 0 ===============
random sharings generation
beaver triples generation
batch_size 1280
         8720994 function calls (8674429 primitive calls) in 37.734 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:180(_is_type_in_scope)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:584(usesTime)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:590(formatMessage)
        5    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        4    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_lexer.py:319(t_ppline_NEWLINE)
        4    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:821(p_declaration_specifiers_5)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/_weakrefset.py:58(__iter__)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/weakref.py:134(__getitem__)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       11    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1143(p_declarator)
        3    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/model.py:264(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/typing.py:110(_type_check)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:1770(isEnabledFor)
       41    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       26    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/ply/yacc.py:257(lineno)
       71    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/broadcast/reliablebroadcast.py:216(<lambda>)
       26    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/plyparser.py:20(__init__)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1301(p_parameter_list)
       34    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/ply/yacc.py:254(__len__)
       26    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/Crypto/Util/_raw_api.py:267(__init__)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/inspect.py:2839(return_annotation)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:856(release)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/weakref.py:336(__new__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:429(usesTime)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/posixpath.py:52(normcase)
        9    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_lexer.py:368(t_NEWLINE)
        9    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:161(_add_typedef_name)
        5    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:836(p_storage_class_specifier)
       39    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/Crypto/Util/_raw_api.py:111(c_size_t)
        8    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/Crypto/Random/__init__.py:46(new)
       26    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/Crypto/Util/_raw_api.py:271(get)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/inspect.py:2521(default)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:432(format)
       35    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       71    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       13    0.000    0.000    0.000    0.000 {method 'copy' of 'pypairing.GT' objects}
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/cparser.py:588(_get_type_pointer)
        7    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:754(p_declaration)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/cparser.py:98(_preprocess_extern_python)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:849(acquire)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/_weakrefset.py:111(discard)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1256(p_pointer)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_lexer.py:72(input)
        4    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_lexer.py:303(t_ppline_FILENAME)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        3    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_function_type}
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/model.py:297(__init__)
       26    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/Crypto/Util/_raw_api.py:151(get)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/selectors.py:234(register)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/enum.py:623(name)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/enum.py:883(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 {method 'pow_assign' of 'pypairing.ZR' objects}
       13    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:994(__init__)
        7    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:538(p_external_declaration_2)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:221(_releaseLock)
       11    0.000    0.000    0.000    0.000 {method 'equals' of 'pypairing.GT' objects}
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:508(p_translation_unit_or_empty)
       40    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/utils/typecheck.py:135(<listcomp>)
        4    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/zmq/sugar/socket.py:56(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/selectors.py:215(_fileobj_lookup)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/weakref.py:341(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:154(<lambda>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/genericpath.py:117(_splitext)
       22    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       22    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:734(__init__)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1627(p_typedef_name)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/typing_extensions.py:126(_collect_type_vars)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:371(getMessage)
       60    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/ply/lex.py:251(input)
       26    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/Crypto/Util/_raw_api.py:154(address_of)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/typing.py:209(_remove_dups_flatten)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/typing.py:587(_is_dunder)
        4    0.000    0.000    0.000    0.000 {built-in method binascii.a2b_base64}
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:747(filter)
        4    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       17    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/broadcast/avid.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1441(p_abstract_declarator_2)
        9    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1922(p_empty)
       18    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/utils/misc.py:18(wrap_send)
        2    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/polynomial.py:109(clear_cache)
        1    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/selectors.py:247(unregister)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:1605(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/_weakrefset.py:36(__init__)
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        9    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:1014(__init__)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1292(p_parameter_type_list)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/cparser.py:870(_parse_constant)
       13    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/Crypto/Util/_raw_api.py:274(release)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/asyncio/futures.py:272(_get_loop)
        4    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/enum.py:907(_power_of_two)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:117(getLevelName)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/_weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/_collections_abc.py:148(__subclasshook__)
        9    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       11    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:400(__init__)
        3    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/cparser.py:576(_extract_quals)
       13    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:339(<listcomp>)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/zmq/asyncio.py:140(_get_selector)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/asyncio/tasks.py:614(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/asyncio/events.py:72(cancel)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/selectors.py:21(_fileobj_to_fd)
        2    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1673(p_binary_expression)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/ply/yacc.py:234(__init__)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:169(__init__)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_lexer.py:67(reset_lineno)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/cparser.py:180(_put_back_line_directives)
        3    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:249(_type_modify_decl)
        2    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/poly_commit_const.py:92(<listcomp>)
        4    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/zmq/utils/interop.py:12(cast_int_addr)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/threading.py:1214(current_thread)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/enum.py:855(_high_bit)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/weakref.py:195(get)
        6    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        5    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/broadcast/reliablebroadcast.py:216(<listcomp>)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:655(__init__)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:833(__init__)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1446(p_abstract_declarator_3)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1631(p_assignment_expression)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1664(p_conditional_expression)
        4    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_lexer.py:310(t_ppline_LINE_NUMBER)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:170(_add_identifier)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:517(p_translation_unit_1)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/cparser.py:148(_warn_for_string_literal)
        3    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/model.py:12(qualify)
        4    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/threading.py:1052(name)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/_weakrefset.py:20(__enter__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/_weakrefset.py:67(__len__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/posixpath.py:41(_get_sep)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/hbacss_beaver.py:231(<listcomp>)
        5    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/broadcast/reliablebroadcast.py:217(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/optimal_common_set.py:55(contain)
        2    0.000    0.000    0.000    0.000 /usr/src/HoneyBadgerMPC/honeybadgermpc/hbacss.py:469(_init_recovery_vars)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:587(__init__)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:851(__init__)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:1034(__init__)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1699(p_cast_expression_1)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1707(p_unary_expression_1)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1738(p_postfix_expression_1)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:1777(p_primary_expression_2)
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:369(__init__)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/model.py:310(length_is_unknown)
        1    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/typing_extensions.py:122(_should_collect_from_parameters)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/typing.py:610(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'cancel' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/selectors.py:272(get_map)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:1690(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/_weakrefset.py:16(__init__)
        9    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/commontypes.py:25(resolve_common_type)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_parser.py:208(_get_yacc_lookahead_token)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/cffi/cparser.py:50(_get_parser)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/zmq/asyncio.py:86(_get_selector_noop)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/typing.py:314(__eq__)
        3    0.000    0.000    0.000    0.000 {method 'get_loop' of '_asyncio.Future' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/enum.py:901(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/logging/__init__.py:1704(process)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/_weakrefset.py:52(_commit_removals)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/_collections_abc.py:392(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.hex}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_lexer.py:481(t_INT_CONST_DEC)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/typing_extensions.py:143(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
        6    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
        6    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/asyncio/base_events.py:616(is_closed)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/enum.py:628(value)
        7    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}



.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_lexer.py:481(t_INT_CONST_DEC)
        2    0.000    0.000    0.000    0.000 /opt/venv/lib/python3.7/site-packages/pycparser/c_ast.py:1034(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/typing.py:610(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.7/enum.py:628(value)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}



' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}



